animeId,annid,animeName,songId,songName,songArtist,songType,songsNumber,songDifficulty
8953,,Shoujo☆Kageki Revue Starlight,305,Sekai o Hai ni Suru made,"Momoyo Koyama, Suzuko Mimori, Hinata Satou",3,,
7328,,Onegai! Samia Don,306,Toki wa Fantasy,Yoko Nagayama,1,,
5772,,Lupin Sansei: EPISODE:0 'First Contact',307,LOVE SQUALL(Po do mor),Sonia Rosa,3,,
5025,,Kidou Shinseiki Gundam X,308,Human Touch - Japanese Version,Re-Kiss,2,,
1728,,Crayon Shin-chan: Henderland no Daibouken,309,Toppema Cray G Muppet,Yuriko Fuchizaki,3,,
283,,AKB0048 Next Stage,310,☆ no Mukogawa,AKB48,3,,
7873,,Princess Tutu,311,Watashi no Ai wa Chiisaikeredo,Ritsuko Okazaki,2,,
11341,,"Zone of the Enders: Dolores, i",312,Ring on The World,Heart of Air,2,,
11258,,Yuukoku no Moriarty,313,DYING WISH,Tasuku Hatanaka,1,,
3500,,Grancrest Senki,314,Rin,ASCA,1,,
10689,,Utawarerumono,315,Madoromi no Rinne,Eri Kawai,2,,
9296,,SSSS.DYNAZENON,316,ALL THIS TIME,Shiro SAGISU featuring Hazel Fernandes,3,,
10431,,Trick or Alice,317,"Dear Alice,",actuo,2,,
5123,,Kinnikuman Nisei,318,HUSTLE MUSCLE,Yougo Kouno,1,,
2718,,Fate/kaleid liner Prisma☆Illya,319,starlog,ChouCho,1,,
11232,,Yuru Camp△ Season 2,320,Seize The Day,Asaka,1,,
4337,,Inazuma Eleven,321,GOOD Kita!,T-Pistonz+KMC,1,,
3481,,Gosick,322,Resuscitated Hope,Lisa Komine,2,,
2052,,Diabolik Lovers,323,nightmare,Yuki Hayashi,2,,
4771,,Kami Nomi zo Shiru Sekai II,324,A Whole New World God Only Knows,Oratorio The World God Only Knows,1,,
3146,,Gekijouban Mahou Shoujo Madoka★Magica Shinpen: Hangyaku no Monogatari,325,misterioso,Kalafina,3,,
9015,,Sin in the Rain,326,NOBODY IN THE RAIN,Daichi You,2,,
3247,,Getter Robo Arc,327,HEATS 2021,Hironobu Kageyama,2,,
10873,,Weiß Kreuz OVA,328,No Reason,Weiß,1,,
4136,,Hotaru no Haka,329,Hanyuu no Yado,Amelita Galli-Curci,3,,
8861,,Shingeki no Kyojin Season 2,330,Barricades,"yosh, Gemie, mpi",3,,
8657,,Senki Zesshou Symphogear,331,Tsunaida Te dake ga Tsumugu mono,Ayahi Takagaki,3,,
5150,,Kiratto Pri☆Chan,332,COMETIC SILHOUETTE,Meltic StAr,3,,
4806,,Kannagi,333,motto☆Hade ni ne!,Haruka Tomatsu,1,,
10312,,Tokyo Ravens,334,~Outgrow~,Gero,1,,
10728,,Vanitas no Karte,335,salvation,MONONKVL,2,,
309,,Aldnoah.Zero,336,MKAlieZ,Mika Kobayashi,3,,
3518,,Great Pretender,337,Our Love,YVY ft. Quincy,3,,
4807,,Kannazuki no Miko,338,Agony,KOTOKO,2,,
589,,ARP Backstage Pass,339,Dahlia,SHINJI,3,,
10628,,Umineko no Naku Koro ni,340,Dokkyun Heart,Marina Inoue,3,,
10667,,Urusei Yatsura OVA,341,SORRY...,Narisumi Kamako,2,,
3576,,Gundam Build Fighters,342,Nibun no Ichi,BACK-ON,1,,
4400,,Inuyasha,343,Grip!,Every Little Thing,1,,
6193,,Marmalade Boy,344,MOMENT,Mariko Kouda,3,,
4272,,IDOLiSH7 Third Beat!,345,THE POLiCY,IDOLiSH7,1,,
8657,,Senki Zesshou Symphogear,346,Koi no Okehazama,Nana Mizuki,3,,
9299,,Stand By Me Doraemon,347,Himawari no Yakusoku,Motohiro Hata,2,,
10537,,Uchuu Kaizoku Mito no Daibouken,348,HI! HO!,aya,1,,
1484,,Chou Kosoku Galvion,349,Lonely Chaser,Riyuko Tanaka,1,,
1699,,Cowboy Bebop,350,Papa Plastic,Gabriela Robin,3,,
9926,,The IDOLM@STER Cinderella Girls,351,Heart Voice,CANDY ISLAND,2,,
10257,,Toaru Majutsu no Index III,352,Gravitation,Maon Kurosaki,1,,
3967,,Hidamari Sketch,353,Okashi Koujou,Yuuko Gotou,3,,
7693,,Plastic Memories,354,Suki na no de.,Sora Amamiya,3,,
9596,,Tales of Vesperia: The First Strike,355,Kane o Narashite,BONNIE PINK,2,,
254,,Ajin,356,The end of escape,fripSide x angela,1,,
7839,,Precure Miracle Universe,357,WINKuru! Precure Miracle Universe☆,Rie Kitagawa,2,,
2396,,DRAMAtical Murder,358,Kurage no Uta,Masatomo Nakazawa,3,,
9050,,Slap Up Party: Arad Senki,359,Party Play,Sakura Nogawa,1,,
3025,,Galaxy Angel Rune,360,Uchuu de Koi wa☆Ru-run Run,Rune Angel-tai,1,,
3188,,Gekkan Shoujo Nozaki-kun,361,Uraomote Fortune,Ari Ozawa,2,,
3827,,Harukana Receive,362,Home (Is Where The Heart Is) [Vocal version],Josefine Wassler,3,,
3317,,Ginga Tetsudou 999: Eternal Fantasy,363,Brave Love ~ Galaxy Express 999,THE ALFEE,2,,
6657,,Moonlight Mile,364,Main Theme,Kan Sawada,1,,
9211,,Soutai Sekai,365,ChiruChiru,REOL,2,,
5000,,Kidou Senshi Gundam UC,366,Merry-go-round,CHEMISTRY,2,,
4011,,Higurashi no Naku Koro ni Kira,367,Happy! Lucky! Dochy!,"Yukari Tamura, Mika Kanai, Yui Horie",1,,
5613,,Little Witch Academia,368,Hoshi o Tadoreba,Yuiko Ohara,2,,
2308,,Dr. Slump & Arale-chan,369,Waiwai World,Ado Mizumori feat. Koorogi '73,1,,
8923,,Shirobako,370,COLORFUL BOX,Yoko Ishida,1,,
4567,,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,371,FAITH,Karen Aoki,3,,
7066,,Nisekoi,372,STEP,ClariS,1,,
4767,,Kamen Rider SD,373,Kamen Rider SD,TOM,1,,
3482,,Gotcha!,374,Acacia,BUMP OF CHICKEN,3,,
4269,,Idol Time PriPara,375,Just be yourself,Wa-suta,1,,
8650,,Senjou no Valkyria: Gallian Chronicles,376,Donna ni Tookutemo...,JUJU,3,,
4500,,Jaku-Chara Tomozaki-kun,377,Ayafuwa Asterisk (for Hanabi Natsubayashi),Ryouko Maekawa,2,,
3092,,Gatchaman Crowds,378,Music goes on,TAKUMI iwasky,3,,
11402,,Ai Tenchi Muyou!,379,Aishiteru tte Sakebimashou!!,Nao Touyama,2,,
4113,,Hoozuki no Reitetsu,380,Ji 7 ~HELL☆NANA~,MakiMiki,3,,
10965,,World Trigger,381,Dream Trigger,Pile,1,,
6493,,Mitsuboshi Colors,382,Colorful Days,Colors☆Slash,3,,
2065,,Digimon Adventure 02,383,Target ~Akai Shougeki~,Kouji Wada,1,,
5999,,Mahou Shoujo Madoka★Magica,384,and I'm home,Eri Kitamura & Ai Nonaka,2,,
2874,,Full Moon o Sagashite,385,I ♥ U,THE*SCANTY,1,,
6110,,Mamahaha no Tsurego ga Motokano Datta,386,Deneb to Spica,DIALOGUE+,1,,
2116,,Dirty Pair Flash,387,Dai Ni Shou,MANA,2,,
6427,,Minami-ke: Omatase,388,Coleslaw no Uta,Daisuke Ono,3,,
3334,,Gintama',389,Sakura Mitsutsuki,SPYAIR,1,,
6023,,Mahoutsukai no Yome,390,Here,JUNNA,1,,
1581,,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,391,Get Wild,TM NETWORK,2,,
3225,,Genshiken 2,392,Kujibiki Unbalance,UNDER17,3,,
7775,,Pokémon XY&Z,393,XY&Z,Rica Matsumoto,1,,
6462,,Mirai Nikki Redial,394,Kyouki Chinden,Yousei Teikoku,1,,
6227,,Master Keaton,395,Railtown,Kuniaki Haishima,1,,
4909,,Kemonozume,396,Suki,Santara,2,,
10319,,Tomica Heroes Jobraver: Tokusou Gattai Robo,397,Tokusou Gattai! Jobraver,Yusuke (from Ireisu),1,,
3292,,Ginga Eiyuu Densetsu,398,Hikari no Hashi o Koete,Kei Ogura,2,,
10452,,Tsubasa RESERVoir CHRoNiCLE,399,a song of storm and fire,Eri Itou,3,,
8609,,Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,400,Aladdin no Lamp,Godiego,2,,
4855,,Kasei Yakyoku,401,Ima wa Serenade,KAE,2,,
10652,,Uramichi Onii-san,402,Shishoku de Meccha Oishikatta Pan Katte Kaeru to Futsuu nano Nande,Mamoru Miyano & Nana Mizuki,3,,
9379,,Strike the Blood III,403,Blood and Emotions,Kishida Kyoudan &THE Akeboshi Rockets,1,,
28,,100-man no Inochi no Ue ni Ore wa Tatteiru,404,Baddest,Kaede Higuchi,1,,
744,,Baka to Test to Shoukanjuu Ni!,405,Kimi + Nazo + Watashi de JUMP!!,Larval Stage Planning,1,,
6626,,Monogatari Series Second Season,406,happy bite,Emiri Katou,1,,
1454,,Chobits,407,Katakoto no Koi (Chii Ver.),Rie Tanaka,3,,
10682,,Uta no☆Prince-sama♪Maji LOVE 2000%,408,Maji LOVE2000%,ST☆RISH,2,,
5471,,Ladies versus Butlers!,409,my starry boy,Mai Nakahara,2,,
4459,,Isekai Quartet 2,410,Ponkotsu! Isekai Theater,"Sumire Uesaka, Rie Takahashi, Inori Minase, Saori Hayami",2,,
1483,,Chou Kidou Densetsu DinaGiga,411,Yotei Chouwa no Mainichi,Yume Suzuki,1,,
3550,,GTO: The Animation,412,Hitori no Yoru,Porno Graffitti,1,,
1003,,Black Blood Brothers,413,Ashita no Kioku,Naozumi Takahashi,1,,
9243,,Space Pirate Captain Harlock,414,Ai wa Anata no Mune ni L'amour dans ton coeur,Tokiko Kato,3,,
4373,,Initial D: Fourth Stage,415,GO BEAT CRAZY,FASTWAY,3,,
1122,,Boku Patalliro!,416,Patalliro!,Fusako Fujimoto,1,,
5762,,Lupin Sansei,417,THEME FROM LUPIN III,Peatmac Junior,1,,
1099,,Bobby ni Kubittake,418,Bobby ni Rock'n Roll,Hironobu Nomura,3,,
5675,,Love Live! School Idol Project Nijigasaki Gakuen School Idol Doukoukai,419,Queendom,Akina Houmoto,3,,
2079,,Digimon Adventure tri. Saikai,420,Butter-Fly~tri.Version~,Kouji Wada,1,,
4857,,Kashimashi: Girl Meets Girl,421,Kimi no Tame ni Dekiru Koto,Yuumao,2,,
925,,Bessatsu Olympia Kyklos,422,ZE.N.RA,Akihito Hayashi,2,,
720,,Baby Felix,423,Baby Felix no Theme,Taeko Ohnuki,1,,
5649,,Lost Song,424,Taiko no Megami no Uta,Chiaki Takahashi,3,,
152,,Actors: Songs Connection,425,Remo Con,Subaru Kimura & Naozumi Takahashi,3,,
6043,,Mainichi ga Nichiyoubi,426,Mainichi ga Nichiyoubi,Fuki Nishina,1,,
5846,,Macross Frontier: Sayonara no Tsubasa,427,Seikan Hikou (LIVE in Alcatraz),Megumi Nakajima,3,,
6963,,Net-juu no Susume,428,"Hikari, Hikari",Yuuka Aisaka,2,,
7576,,Persona 5 the Animation,429,IT'S TOO LATE,Lyn,3,,
5268,,Konjiki no Gash Bell!!,430,Muteki Folgore,Hiroki Takahashi & Masami Kikuchi,3,,
4179,,Hungry Heart: Wild Striker,431,tell tell Bouzu,KOKIA,2,,
1668,,Cookin' Idol Ai! Mai! Main!,432,Main no Happy Christmas,Haruka Fukuhara,3,,
8413,,Sakura Taisen,433,Geki! Teikoku Kageki-dan,Chisa Yokoyama & Teikoku Kageki-dan,1,,
5676,,Love Live! School Idol Project Sunshine!!,434,Yume no Tobira,Rikako Aida,3,,
5153,,Kishibe Rohan wa Ugokanai,435,Kishibe Rohan wa Ugokanai no Theme,Yugo Kanno,1,,
2999,,Gakuen Basara,436,"Hokore Kedakaki Utsukushiki, Ikizama o",EIGHT OF TRIANGLE,1,,
7835,,Precure All Stars DX3: Mirai ni Todoke! Sekai o Tsunagu☆Niji-Iro no Hana,437,Let's! Fresh Precure! ~Hybrid Version~,Mizuki Moie,3,,
3181,,Gekijouban Uta no☆Prince-sama♪Maji LOVE Kingdom,438,Kaleidoscope,"Mamoru Miyano, Kousuke Toriumi, Ryouhei Kimura",3,,
1787,,D.C.if: Da Capo If,439,Da Capo ~Dai 2 Button no Chikai~,yozuca*,1,,
8820,,Shin Kidou Senki Gundam Wing: Endless Waltz,440,WHITE REFLECTION,TWO-MIX,2,,
11410,,Ame o Tsugeru Hyouryuu Danchi,441,Natsugare,Zutto Mayonaka de Iinoni.,3,,
5025,,Kidou Shinseiki Gundam X,442,Resolution,ROmantic Mode,1,,
6510,,Mnemosyne: Mnemosyne no Musume-tachi,443,CAUSE DISARRAY,GALNERYUS,2,,
3069,,Gankutsuou: The Count of Monte Cristo,444,You Won't see me coming,Jean-Jacques Burnel,2,,
3771,,Hanma Baki: Son of Ogre,445,Treasure Pleasure,GRANRODEO,1,,
10911,,Wind: A Breath of Heart,446,Cumulus,Megumi Hasegawa,2,,
8660,,Senki Zesshou Symphogear GX,447,Ginwan Airgetlam,Yoko Hikasa,3,,
9459,,Super Lovers,448,Happiness YOU&ME,Junko Minagawa & Yoshitsugu Matsuoka,2,,
9044,,Skyers 5,449,Skyers 5,Honey Knights,1,,
490,,Aoki Hagane no Arpeggio: Ars Nova,450,Blue Field,Trident,2,,
8818,,Shin Kaitei Gunkan,451,Kaitei Gunkan no Theme,Warsaw Philharmonic Orchestra,1,,
803,,BanG Dream! Garupa☆Pico: Fever,452,"Pico Taru Mono, Fever!",Aimi×Ayane Sakura×Ami Maeshima×Aina Aiba×Miku Itou×Raychell×Amane Shindou,2,,
4990,,Kidou Senshi Gundam Seed Destiny,453,Fields of hope,Rie Tanaka,3,,
6746,,Muteking the Dancing Hero,454,Ms.CONTROL,Reol,3,,
4119,,Hortensia Saga,455,Yasou to Hakuchuumu,Mafumafu,2,,
10251,,Toaru Kagaku no Railgun S,456,stand still,Yuka Iguchi,2,,
8048,,Re:␣Hamatora,457,Sen no Tsubasa,livetune adding Takuro Sugawara from 9mm Parabellum Bullet,1,,
4249,,Ichigo Mashimaro Encore,458,Ichigo Splash,"Saeko Chiba, Fumiko Orikasa, Ayako Kawasumi, Mamiko Noto, Hitomi Nabatame",1,,
11116,,Yoru wa Mijikashi Aruke yo Otome,459,Kouya o Aruke,ASIAN KUNG-FU GENERATION,2,,
1044,,Bleach,460,Baby It's You,JUNE,2,,
9738,,Tensei Shitara Slime Datta Ken,461,Reincarnate,Takuma Terashima,2,,
7408,,Oshi ga Budoukan Ittekuretara Shinu,462,Fall in Love,ChamJam,3,,
1461,,Chocolate Underground,463,MAKE UP,Kana Nishino,2,,
8396,,Saki,464,bloooomin',Little Non,1,,
7094,,Nodame Cantabile,465,Konna ni Chikaku de...,Crystal Kay,2,,
4375,,Initial D: Third Stage,466,MAX POWER,DR.LPVE & D.ESSEX,3,,
9385,,Strike Witches,467,Bookmark A Head,Mai Kadowaki & Erika Nakai,2,,
5080,,Kimi to Boku.,468,Over,Shouta Aoi,3,,
6005,,Mahou Shoujo Site,469,Changing point,Ryuusei Nakao,1,,
6370,,Metal Fight Beyblade,470,Metal Fight Beyblade,YU+KI,1,,
323,,Alice SOS,471,S.O.S,"Megumi Toyoguchi, Motoko Kumai, Ayako Shiraishi, Kyousei Tsukui",1,,
8182,,Rockman.EXE Axess,472,Futatsu no Mirai,Michihiro Kuroda,1,,
10334,,Tonari no Seki-kun,473,Meiwaku Spectacle,Kana Hanazawa,1,,
7717,,Pocket Monsters,474,Mezase Pokemon Master,Whiteberry,1,,
8290,,Sabagebu!,475,Pitty-Patty Survivored,Gesukawa☆Girls,2,,
3011,,Gakusen Toshi Asterisk,476,Lonely Feather,Haruka Chisuga,3,,
8603,,Sekai ga Horobiru Mae ni Kimi ni Aitai,477,Chiisana Hanataba,sunao,3,,
2193,,Doraemon,478,Friend of the Heart,Subaru Kimura & Tomokazu Seki,3,,
4456,,Isekai no Seikishi Monogatari,479,Follow Me,Seira Kagami feat.Sound Around,1,,
7046,,Ninja Hattori-kun,480,Ninja Hattori-kun,Ayako Hori & Columbia Yurikago-kai,1,,
4725,,"Kaitei Daisensou: Ai no 20,000 Miles",481,Tsukiakari no Naka de,Junichi Inoue,3,,
8895,,Shinryaku! Ika Musume,482,Shinryaku no Susume,ULTRA-PRISM with Hisako Kanemoto,1,,
11166,,Yowamushi Pedal Re:RIDE,483,Days,LASTGASP,2,,
5674,,Love Live! School Idol Project,484,"Natsu-iro Egao de 1, 2, Jump!",μ's,3,,
1784,,D-1 Devastator,485,Follow You,Mayumi Arai,2,,
5333,,Koukou Hoshi Kageki,486,Shadow & Lights,Natsuki Hanae & Junichi Suwabe,3,,
10932,,Wolf's Rain,487,stray,steve conte,1,,
7369,,Orange: Mirai,488,Hikari no Hahen,Yuu Takahashi,2,,
3649,,Haifuri Gekijouban,489,High Free Spirits,TrySail,3,,
10164,,The World of GOLDEN EGGS,490,Max Ekaki Uta,Larry,3,,
6511,,Mob Psycho 100,491,Refrain Boy,ALL OFF,2,,
7489,,Panda Kopanda,492,Mimi-chan to Panda Kopanda,Ado Mizumori,1,,
2318,,Dragon Ball,493,Fushigi Wonderland,Wonderland Gang,3,,
8893,,Shinrei Tantei Yakumo,494,Key -Phase2-,Daisuke Ono,1,,
4417,,Ippatsu Kanta-kun,495,Yaruzo Ippatsu! Yakyuudou,"Yumi Chiba, Young Fresh, Koorogi '73",1,,
3894,,Helen Keller Monogatari: Ai to Hikari no Tenshi,496,Hold Your Heart,Answer,2,,
6979,,New Game!,497,Now Loading!!!!,fourfolium,2,,
9396,,Subete ga F ni Naru,498,talking,KANA-BOON,1,,
5640,,Lord El-Melloi II-sei no Jikenbo: Rail Zeppelin Grace Note,499,Hibari,ASCA,2,,
10763,,Visual Prison,500,Zankoku Shangri-La,O★Z,1,,
556,,Aria the Origination,501,Kin no Nami Sen no Nami,Akino Arai,2,,
8849,,Shin Tennis no Ouji-sama OVA vs. Genius 10,502,Party Time,Tachikiri-tai,2,,
992,,Bishoujo Senshi Sailor Moon R: The Movie,503,Moon Revenge,"Kotono Mitsuishi, Aya Hisakawa, Michie Tomizawa, Emi Shinohara, Rica Fukami",2,,
1380,,Change!! Getter Robo: Sekai Saishuu no Hi,504,Ima ga Sono Toki da,Ichiro Mizuki,2,,
6870,,Naruto,505,Nakushita Kotoba,No Regret Life,2,,
5208,,Kochira Katsushika-ku Kamearikouen-mae Hashutsujo,506,Damatte Ore ni Tsuite Koi,Yoshimi Tendo,1,,
5680,,Love Live! The School Idol Movie,507,Future style,"Suzuko Mimori, Emi Nitta, Aya Uchida",3,,
3093,,Gatchaman Crowds Insight,508,Insight,WHITE ASH,1,,
5229,,Koi to Producer: EVOL×LOVE,509,Nibi-iro no Yoake,Yutarou Miura,1,,
1856,,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,510,Tsubasa o Kudasai,Megumi Toyoguchi,3,,
9037,,Sketchbook: Full Color's,511,Tanpopo Suisha,"Kana Hanazawa, Asuka Nakase, Yui Makino",2,,
3179,,Gekijouban Trinity Seven: Tenkuu Toshokan to Shinku no Maou,512,ConTrast⇔Trust,Lightning Shadows,3,,
11005,,Yadamon,513,Magical Dreamer,LINDBERG,1,,
5968,,Mahou no Princess Minky Momo: Yume no Naka no Rondo,514,Anata to Watashi no Time Travel,Mami Koyama,3,,
603,,Asagao to Kase-san.,515,Asu e no Tobira,Minami Takahashi & Ayane Sakura,2,,
4353,,Infini-T Force: Gatchaman Saraba Tomo yo,516,To be continued...,flumpool,2,,
2993,,Gakkou Gurashi!,517,F・rie・n・d・Shi・ta・i,Gakuen Seikatsu-bu,1,,
5227,,Koi Kaze,518,Futari Dakara,Masumi Itou,2,,
344,,Amagi Brilliant Park,519,Extra Magic Hour,AKINO with bless4,1,,
4487,,Iwa Kakeru!: Sport Climbing Girls,520,LET'S CLIMB↑,Sumire Uesaka,2,,
7828,,Power Stone,521,Kawaiin ja Nai?,MISSION,2,,
11302,,Zero no Tsukaima,522,First kiss,ICHIKO,1,,
403,,Ani Ni Tsukeru Kusuri wa Nai! 2,523,Let Him Go!!,Yuuka Neko,1,,
10670,,Usagi Drop,524,Sweet Drops,PUFFY,1,,
9925,,The IDOLM@STER,525,START!!,Eriko Nakamura,2,,
5846,,Macross Frontier: Sayonara no Tsubasa,526,Nyan Nyan Final Attack Frontier Greatest ☆ Hits!,Megumi Nakajima & May'n,3,,
6426,,Minami-ke: Okawari,527,Keikenchi Joushouchuu,"Rina Satou, Marina Inoue, Minori Chihara",2,,
1505,,Choujikuu Yousai Macross,528,Sunset Beach,Mari Iijima,3,,
11273,,Yuu☆Yuu☆Hakusho,529,Unbalance na Kiss o Shite,Hiro Takahashi,2,,
4963,,Kiddy Grade,530,Mirai no Kioku,YUKA,1,,
10457,,Tsubasa: Shunraiki,531,voices silently sing,Eri Itou,3,,
1467,,Chou Bakumatsu Shounen Seiki Takamaru,532,Neppu Shounen Roku -Come on Chanpon Tengoku-,Hiroko Kasahara,1,,
1895,,Date A Live III,533,I swear,sweet ARMS,1,,
2867,,Fukuyama Gekijou: Natsu no Himitsu,534,Aoi Sakyuu,Kayoko Ishuu,3,,
8491,,Sarazanmai,535,Kawauso Iya,Mamoru Miyano & Yoshimasa Hosoya,3,,
647,,Asura Cryin' 2,536,Spiral,angela,3,,
2824,,Frame Arms Girl,537,FULLSCRATCH LOVE,FA Girls #06,2,,
2520,,Eiga Given,538,Yoru ga Akeru,Given,3,,
10094,,The Sky Crawlers,539,sail away,CHAKA,3,,
925,,Bessatsu Olympia Kyklos,540,Kimi wa Nan Thlon,Akihito Hayashi,2,,
5437,,Kyou kara Maou! 3rd Series,541,Sekai yo Warae,Jungo Yoshida with M-Tone,1,,
9560,,Taiyou no Ouji Horus no Daibouken,542,Shuukaku no Uta,Nihon Gasshou Kyoukai,3,,
11106,,Yoroiden Samurai Troopers,543,Samurai Heart,Hiroko Moriguchi,1,,
9466,,Super Real Mahjong: Mahjong Battle Scramble - Konran-teki Sento Mahjong,544,Kiss! Kiken na Love・Motion,"Aya Hisakawa, Mayumi Seto, Mari Maruta",3,,
9264,,Spelunker Sensei,545,Risk my life -theme of SPELUNKER is a teacher-,Takenobu Mitsuyoshi,1,,
7868,,Princess Principal,546,Mo Hitotsu Mawashite,Nozomi Furuki,3,,
1062,,Blood+,547,Colors of the Heart,UVERworld,1,,
3987,,High School DxD BorN,548,Give Me Secret,StylipS,2,,
2194,,Doraemon Shin Nobita no Daimakyo: Peko to 5-nin no Tankentai,549,Yume o Kanaete Doraemon,Hibari Jidou Gasshou-dan,3,,
4090,,Hokuto no Ken,550,Purple Eyes,KODOMO BAND,2,,
6005,,Mahou Shoujo Site,551,...Watashi dake Mitete♡,Yuu Serizawa,2,,
4684,,Kagewani: Shou,552,Crimson Stain,96neko,3,,
3720,,Hallelujah: Unmei no Sentaku,553,Missing angel (acoustic ver.),Maica_n,2,,
2963,,Fuuto Tantei,554, W-G-X ~W Goes Next~,Aya Kamiki w TAKUYA,3,,
766,,Bakuman.,555,EUPHORIA,KOOGY,3,,
285,,Akebi-chan no Sailor Fuku,556,Cherry,Mitsuho Kambe,3,,
9937,,The IDOLM@STER Movie: Kagayaki no Mukougawa e!,557,M@STERPIECE,"Eriko Nakamura, Akiko Hasegawa, Asami Imai, Mayako Nigo, Azumi Asakura, Hiromi Hirata, Asami Shimoda, Rie Kugimiya, Chiaki Takahashi, Yumi Hara, Manami Numakura",3,,
6258,,Mazinger Z tai Ankoku Daishougun,558,Soratobu Mazinger Z,Ichiro Mizuki & Columbia Yurikago-kai,1,,
7463,,Overlord IV,559,No Man's Dawn,Mayu Maeshima,2,,
8560,,Seijo no Maryoku wa Bannou Desu,560,Blessing,Aira Yuuki,1,,
7357,,Ookami to Kohaku-iro no Yuuutsu,561,Perfect World,ROCKY CHACK,2,,
766,,Bakuman.,562,Blue Bird,Kobukuro,1,,
5678,,Love Live! Sunshine!! The School Idol Movie Over the Rainbow,563,Brightest Melody,Aqours,3,,
2678,,Fairy gone,564,Stay Gold,(K)NoW_NAME:Ayaka Tachibana,2,,
9675,,Tejina Senpai,565,Dame wa Dame,Minori Suzuki,2,,
8979,,Show By Rock!! Stars!!,566,Kyukyukyun♡Heart Shaker,Criticrista,3,,
7822,,Poputepipikku,567,Oriko Un Number One (Josei ver.),Orikou Monkeys,3,,
8496,,Sasaki to Miyano,568,Ichigo Sunset,Yuusuke Shirai & Souma Saitou,2,,
8358,,Saint Seiya: Meiou Hades Juuni Kyuu-hen,569,Eien Blue,MAKE-UP,3,,
7874,,PriPara,570,CHANGE! MY WORLD,DressingPafé,3,,
7417,,Otaku ni Koi wa Muzukashii,571,Kimi no Tonari,halca,2,,
1329,,Carnival Phantasm,572,Fellows,Masaaki Endoh,2,,
8215,,Rosario to Vampire,573,COSMIC LOVE,Nana Mizuki,1,,
8891,,Shinpi no Sekai El Hazard,574,Atsui Kimochi,Onestep Communicate,1,,
7142,,Nurarihyon no Mago,575,Sunshine,MONKEY MAJIK,1,,
9570,,Takarajima,576,Takarajima,Yoshito Machida & Columbia Yurikago Kai,1,,
6707,,Mujin Wakusei Survive,577,Bokura no Message,Kiroro,1,,
701,,B Rappers Street,578,Kaiko,Subaru Kimura VS R-Shitei (Creepy Nuts),3,,
7862,,Princess Lover!,579,Princess Primp!,Miyuki Hashimoto,1,,
3173,,Gekijouban Sword Art Online: Progressive - Hoshi Naki Yoru no Aria,580,to the fierce battlefield,Remi,3,,
4589,,Joshiraku,581,Nippon Egao Hyakkei,Momokurotei Ichimon,2,,
11263,,Yuusha Keisatsu J-Decker,582,HEART TO HEART,Ayako,1,,
254,,Ajin,583,Yoru wa Nemureru kai?,flumpool,1,,
10630,,Un-Go,584,How to go,School Food Punishment,1,,
644,,Asu no Yoichi!,585,Egao no Riyuu,meg rock,1,,
10684,,Uta no☆Prince-sama♪Maji LOVE Legend Star,586,"Mirai, Yume, Arigatou… Soshite!",ST☆RISH,3,,
10965,,World Trigger,587,Dream Trigger,Pile,2,,
1129,,"Boku, Otaryman",588,No Reason,Rekka Katakiri meets Desen☆Rizotto,1,,
156,,Adachi to Shimamura,589,Kimi ni Aeta Hi,Adachi to Shimamura,1,,
9211,,Soutai Sekai,590,VIP KID,REOL,1,,
1200,,Bubblegum Crisis,591,Rock me,Yuiko Tsubokura,2,,
3369,,Girls und Panzer: Daikon War!,592,Oarai no Onna,Saori Oonishi,3,,
2578,,Elf 17,593,Do Do Dopink Power,Hiroko Kasahara,2,,
11283,,Zan Sayonara Zetsubou Sensei,594,Ringo Mogire Beam!,Kenji Ohtsuki to Zetsubou Shoujo-tachi,1,,
5165,,Kita e.: Diamond Dust Drops,595,Aitai ~Love Theme from Kita e.~,ALLEY:A,2,,
7611,,Phi-Brain: Kami no Puzzle,596,Quebra Cabeça,Chiquinho,3,,
6311,,Meitantei Conan,597,Timeline,dps,1,,
6735,,Mushoku Tensei: Isekai Ittara Honki Dasu,598,Kaze to Iku Michi,Yuiko Ohara,2,,
6311,,Meitantei Conan,599,Overture,Koshi Inaba,2,,
11393,,Shin Tenchi Muyou!,600,Yume wa Doko e Itta?,Linda Yamamoto,1,,
6675,,Motto To LOVE-Ru,601,Baby Baby Love,Haruka Tomatsu,2,,
4271,,IDOLiSH7 Second Beat!,602,RESTART POiNTER,IDOLiSH7,3,,
4489,,Iya na Kao Sare Nagara Opantsu Misete Moraitai,603,NEXT STAGE,Akari Tsuda,2,,
5845,,Macross Frontier: Itsuwari no Utahime,604,Obelisk,May'n,3,,
7316,,One Room Second Season,605,Poplar to Bokura no History,Rie Takahashi,2,,
9049,,Slam Dunk: Zenkoku Seiha da! Sakuragi Hanamichi,606,Sekai ga Owaru made wa,WANDS,2,,
7469,,Owarimonogatari,607,dark cherry mystery,Kaori Mizuhashi,1,,
